userId,movieId,rating
4,2174,1.58
4,2324,-2.42
4,2395,-0.42
4,2406,0.58
4,2571,-2.42
4,2599,1.58
4,2628,-2.42
4,2683,0.58
4,2692,1.58
4,2712,-1.42
4,2762,0.58
4,2763,-2.42
4,2791,1.58
4,2858,1.58
4,2959,-1.42
4,2997,0.58
4,3033,0.58
4,3160,0.58
4,3175,-2.42
4,3176,0.58
4,3408,0.58
4,3481,-1.42
4,3489,-2.42
4,3897,0.58
4,3911,-0.42
4,3996,0.58
4,4014,-2.42
4,4027,-0.42
4,4034,1.58
4,4226,-1.42
4,4239,1.58
4,4246,0.58
4,4308,-2.42
4,4896,0.58
5,1,0.5
5,21,0.5
5,34,0.5
5,36,0.5
5,39,-0.5
5,50,0.5
5,110,0.5
5,150,-0.5
5,153,-0.5
5,253,-0.5
5,266,-2.5
5,296,1.5
5,300,-0.5
5,316,-1.5
5,318,-0.5
5,344,-0.5
5,349,-0.5
5,357,-1.5
5,364,-0.5
5,367,0.5
5,380,-1.5
5,410,-0.5
5,457,0.5
5,474,0.5
5,527,1.5
5,588,0.5
5,589,-0.5
5,590,1.5
5,592,-0.5
5,594,1.5
5,595,1.5
5,596,1.5
5,597,-0.5
5,608,-0.5
6,2,0.13
6,3,1.13
6,5,1.13
6,6,0.13
6,7,0.13
6,10,-0.87
6,11,0.13
6,16,0.13
6,17,0.13
6,19,-1.87
6,21,-1.87
6,25,-0.87
6,32,0.13
6,34,0.13
6,36,1.13
6,47,0.13
6,50,-2.87
6,62,0.13
6,95,0.13
6,104,0.13
6,110,1.13
6,112,0.13
6,141,0.13
6,145,0.13
6,150,0.13
6,153,-0.87
6,158,0.13
6,160,1.13
6,161,-0.87
6,163,-0.87
6,165,-0.87
6,168,1.13
6,185,-0.87
6,186,-0.87
6,208,-0.87
6,216,0.13
6,225,0.13
6,231,-0.87
6,253,-0.87
6,266,-0.87
6,288,-1.87
6,292,0.13
6,293,-0.87
6,296,-1.87
6,316,1.13
6,317,0.13
6,318,1.13
6,329,0.13
6,333,1.13
6,337,1.13
6,339,0.13
6,344,-0.87
6,349,1.13
6,350,1.13
6,353,0.13
6,356,1.13
6,357,-0.87
6,364,1.13
6,367,0.13
6,368,1.13
6,370,0.13
6,377,1.13
6,380,0.13
6,410,-0.87
6,432,1.13
6,434,0.13
6,435,-0.87
6,440,0.13
6,454,0.13
6,457,1.13
6,466,-1.87
6,474,0.13
6,480,1.13
6,485,-0.87
6,500,1.13
6,508,0.13
6,509,-0.87
6,520,-0.87
6,527,-0.87
6,539,-0.87
6,552,-0.87
6,553,1.13
6,587,1.13
6,588,1.13
6,589,-0.87
6,590,1.13
6,592,-0.87
6,593,0.13
6,594,0.13
6,595,1.13
6,596,-0.87
6,597,0.13
6,608,-0.87
6,708,0.13
6,736,1.13
6,780,1.13
6,783,1.13
6,802,0.13
6,1073,-0.87
7,1,0.94
7,50,0.94
7,150,0.94
7,165,0.44
7,260,1.44
7,356,1.44
7,380,-0.56
7,466,1.44
7,480,1.44
7,587,-1.56
7,588,-0.56
7,589,-1.06
7,592,-0.56
7,593,1.44
7,595,-0.06
7,648,0.44
7,750,0.44
7,780,0.94
7,924,0.44
7,1101,0.44
7,1196,0.44
7,1208,0.44
7,1210,0.44
7,1219,1.44
7,1220,0.94
7,1240,1.44
7,1246,-2.06
7,1270,1.44
7,1517,-0.06
7,1584,1.44
7,1610,0.44
7,1617,-0.56
7,1682,-0.56
7,1784,-3.06
7,1917,0.44
7,1923,-2.06
7,1954,0.94
7,2019,1.44
7,2324,-1.56
7,2353,-0.06
7,2529,1.44
7,2628,-2.06
7,2640,-0.56
7,2671,0.94
7,2683,-1.56
7,2701,-2.06
7,2717,-0.06
7,2762,0.94
7,2858,0.44
7,3114,0.94
7,3408,0.94
7,3578,-2.06
7,3623,-2.56
7,3793,-0.06
7,3977,-1.06
7,3994,-0.56
7,4018,0.44
7,4246,-1.56
7,4306,0.44
7,4370,0.94
7,4643,-2.56
7,4886,0.44
7,4896,0.44
7,4963,0.44
7,4993,0.94
7,4995,0.94
7,5218,-0.06
7,5349,-0.06
7,5378,-3.06
7,5445,0.44
7,5459,-0.56
7,5464,-0.56
7,5502,-2.06
7,5618,1.44
7,5816,0.94
7,5952,0.94
7,5989,0.44
7,5991,0.94
7,6333,0.44
7,6365,0.44
7,6539,0.94
7,6863,0.94
7,6934,-1.56
7,7143,0.94
7,7153,0.44
7,8360,-0.06
7,8368,-1.06
7,8636,0.94
7,8665,-0.06
7,8961,0.44
7,32587,-0.06
7,33493,-2.56
7,33794,-1.56
7,34048,-0.56
7,45499,0.44
7,48516,-2.56
7,49272,0.94
8,2,0.39
8,10,-1.61
8,11,0.39
8,21,0.39
8,32,-0.61
8,34,1.39
8,39,-0.61
8,47,0.39
8,50,1.39
8,110,-0.61
8,141,-0.61
8,150,0.39
8,153,-1.61
8,185,1.39
8,186,0.39
8,208,-0.61
8,231,0.39
8,235,-0.61
8,253,1.39
8,292,-0.61
8,296,0.39
8,317,-0.61
8,318,1.39
8,339,-0.61
8,356,-0.61
8,357,1.39
8,364,1.39
8,367,-0.61
8,377,0.39
8,380,1.39
8,432,-2.61
8,440,-0.61
8,454,0.39
8,457,-0.61
8,480,0.39
8,500,-1.61
8,527,1.39
8,539,-0.61
8,586,-0.61
8,587,-0.61
8,590,1.39
8,592,-0.61
8,593,0.39
8,597,-0.61
9,223,-0.31
9,923,0.69
9,1198,0.69
9,1270,0.69
9,2011,-1.31
9,2012,-0.31
9,4993,0.69
9,5218,-0.31
9,5378,-1.31
9,5445,-0.31
9,5481,0.69
9,5952,0.69
9,5956,-0.31
10,296,-2.2
10,356,0.3
10,588,0.8
10,597,0.3
10,912,0.8
10,1028,-2.7
10,1247,-0.2
10,1307,-0.2
10,1784,0.3
10,2571,-2.7
10,2671,0.3
10,2762,-2.7
10,2858,-2.2
10,2959,-2.7
10,3578,0.8
10,4246,0.3
10,4306,1.3
10,4447,1.3
10,4993,0.8
10,4995,0.8
10,5952,0.8
10,6377,0.3
10,6942,0.8
10,7153,0.8
10,7293,0.3
10,7458,1.8
10,8529,0.3
10,8636,0.3
10,8665,0.3
10,8961,-0.7
10,30749,0.3
10,33679,-0.2
10,33794,1.8
10,47099,-0.2
10,49272,1.8
10,51662,-0.2
10,54286,0.3
10,56367,0.3
10,58559,1.3
10,68954,0.8
10,69844,-0.2
10,72998,-0.7
10,73017,-0.2
10,81845,1.8
10,91529,1.8
10,96079,1.8
10,106782,-2.2
10,109374,-2.7
10,109487,-2.7
11,6,1.09
11,10,-0.91
11,36,0.09
11,44,-1.91
11,95,-0.91
11,110,1.09
11,150,1.09
11,153,-0.91
11,165,-0.91
11,208,-0.91
11,292,0.09
11,318,0.09
11,349,1.09
11,356,1.09
11,368,-0.91
11,377,-0.91
11,380,0.09
11,434,-0.91
11,457,1.09
11,466,-0.91
11,474,0.09
11,480,0.09
11,589,0.09
11,593,1.09
11,648,0.09
11,733,0.09
11,736,0.09
11,780,0.09
11,1101,1.09
11,1210,0.09
11,1358,0.09
11,1370,-0.91
11,1391,-2.91
11,1552,0.09
11,1573,-0.91
11,1584,1.09
11,1608,0.09
11,1704,0.09
11,1721,1.09
11,1784,1.09
11,1917,0.09
11,1923,0.09
11,2028,1.09
12,39,-0.36
12,168,0.64
12,357,-0.86
12,1265,-0.86
12,1721,0.64
12,2100,-0.86
12,2572,0.64
12,2694,-0.36
12,2717,0.64
12,4018,0.14
12,6942,0.64
13,47,0.87
13,597,-1.13
13,1198,0.87
13,1639,-0.13
13,1721,-0.13
13,2174,-1.13
13,2571,0.87
13,3578,0.87
13,3717,-1.13
13,3753,-0.13
13,3793,-0.13
13,3897,-0.13
13,3977,-1.13
13,3996,0.87
13,4011,0.87
14,7,-0.4
14,19,-2.4
14,25,0.6
14,32,0.6
14,39,-0.4
14,47,1.6
14,95,1.6
14,110,1.6
14,150,0.6
14,153,-1.4
14,231,-0.4
14,266,1.6
14,288,0.6
14,296,-0.4
14,318,-0.4
14,337,1.6
14,339,0.6
14,344,-1.4
14,356,0.6
14,367,-2.4
14,377,-0.4
14,434,0.6
14,480,-0.4
14,508,-0.4
14,509,1.6
14,527,-0.4
14,539,0.6
14,552,-0.4
14,553,0.6
14,586,-0.4
14,590,0.6
14,592,-1.4
14,593,0.6
14,597,-0.4
14,784,-2.4
15,1,-0.99
15,44,-2.49
15,47,0.01
15,158,-2.49
15,172,-2.49
15,260,1.51
15,293,-0.49
15,296,0.51
15,318,1.51
15,356,1.51
15,364,-0.49
15,527,1.51
15,588,-0.49
15,589,1.51
15,596,-1.49
15,780,0.01
15,858,0.51
15,1196,1.51
15,1198,0.51
15,1200,1.51
15,1210,1.51
15,1214,1.51
15,1240,0.51
15,1265,0.01
15,1270,1.51
15,1527,-0.49
15,1653,1.01
15,2001,1.51
15,2011,1.51
15,2012,0.51
15,2028,0.01
15,2081,-0.49
15,2329,1.01
15,2571,0.51
15,2762,-0.49
15,2858,0.51
15,2916,1.01
15,2959,-0.99
15,3147,1.51
15,3535,0.01
15,3578,1.51
15,3753,-0.49
15,3949,0.51
15,3994,-0.49
15,4018,0.51
15,4022,0.01
15,4226,-1.99
15,4306,-0.49
15,4370,0.51
15,4720,1.51
15,4886,0.01
15,4993,0.01
15,4995,1.51
15,5445,0.51
15,5618,-0.49
15,5952,0.01
15,5989,1.51
15,6377,-0.49
15,6502,0.01
15,6874,-0.49
15,7254,0.01
15,7438,-0.49
15,8360,-0.99
15,8644,0.01
15,8961,-0.99
15,33493,1.51
15,48774,-0.49
15,48780,1.01
15,50872,-0.49
15,56174,0.01
15,58559,-1.49
15,59315,-1.49
15,60069,0.01
15,68954,0.01
15,70286,0.01
15,72998,-0.49
15,79132,0.01
15,89745,-1.49
15,91500,-0.49
15,91529,-1.49
15,99114,-2.49
15,109374,-1.49
15,109487,0.51
15,112852,-1.99
15,122882,-1.49
15,122904,-1.49
15,134130,0.51
16,47,-0.29
16,50,0.21
16,111,0.71
16,260,-0.79
16,293,0.21
16,296,-0.79
16,318,0.21
16,356,-0.29
16,527,0.21
16,541,0.71
16,593,-0.79
16,608,0.71
16,745,0.21
16,750,0.71
16,858,-1.29
16,904,-0.29
16,912,-0.29
16,923,-0.29
16,1089,0.21
16,1136,0.21
16,1148,0.21
16,1193,0.21
16,1196,-0.79
16,1197,0.21
16,1198,-0.29
16,1199,1.21
16,1201,-0.79
16,1203,0.21
16,1207,0.21
16,1208,0.21
16,1213,-0.29
16,1214,0.21
16,1219,-0.79
16,1222,0.71
16,1230,0.21
16,1247,0.21
16,1252,0.71
16,1276,0.21
16,1617,-0.29
16,1704,-0.29
16,2019,0.21
16,2329,-0.29
16,2571,-0.29
16,2641,-0.79
16,2762,-0.29
16,2858,-0.29
16,2959,-0.29
16,3000,0.21
16,3949,0.21
16,4011,-0.79
16,4226,0.71
16,4878,-0.29
16,4973,0.21
16,4993,-0.29
16,5618,0.71
16,5952,-0.29
16,7153,-0.29
16,7361,-0.29
16,48394,0.21
16,58559,0.71
16,60069,0.21
16,68954,0.21
16,78499,0.71
16,79132,-0.79
16,91529,0.71
17,1,0.22
17,44,-0.78
17,47,-0.28
17,50,0.22
17,110,0.22
17,111,-0.28
17,150,-0.78
17,260,0.72
17,293,-0.78
17,296,0.72
17,318,0.72
17,356,0.72
17,480,0.22
17,527,0.22
17,541,-0.78
17,589,0.22
17,590,0.22
17,592,0.22
17,593,0.22
17,750,0.22
17,780,-0.28
17,858,0.72
17,899,-0.78
17,904,-0.28
17,910,-0.78
17,1036,-0.28
17,1089,-0.28
17,1090,0.22
17,1193,0.22
17,1196,0.72
17,1197,-0.78
17,1198,0.22
17,1201,0.72
17,1206,0.72
17,1210,0.72
17,1213,0.22
17,1221,0.22
17,1222,0.22
17,1234,-0.28
17,1240,0.72
17,1252,-0.28
17,1258,-0.28
17,1259,-0.28
17,1270,0.22
17,1291,-0.28
17,1358,-1.28
17,1466,-1.28
17,1732,0.72
17,2005,-0.28
17,2019,-0.78
17,2028,0.22
17,2194,-0.28
17,2329,0.22
17,2502,0.22
17,2571,0.72
17,2717,-0.78
17,2762,-0.28
17,2858,-0.28
17,2959,0.22
17,3147,0.22
17,3949,0.22
17,4226,-0.28
17,4993,0.22
17,5618,0.72
17,5952,0.72
17,6016,0.22
17,6870,-0.78
17,7153,0.22
17,33794,-0.28
17,48394,0.22
17,48516,-0.28
17,58559,0.22
17,60069,-0.78
17,68157,-0.28
17,68358,0.22
17,78499,-0.28
17,79132,0.22
17,80463,-0.28
18,1,-0.32
18,2,-0.82
18,6,0.18
18,16,0.68
18,32,0.18
18,34,-1.32
18,36,0.18
18,47,0.68
18,50,1.18
18,70,-0.32
18,104,-1.32
18,110,0.68
18,111,0.18
18,145,-0.32
18,163,0.18
18,165,0.18
18,208,-0.82
18,223,0.18
18,231,-1.32
18,235,0.68
18,260,0.18
18,288,0.18
18,293,0.68
18,296,0.18
18,318,1.18
18,329,0.18
18,337,0.18
18,344,-1.32
18,356,0.68
18,364,-0.82
18,367,-1.32
18,370,-0.82
18,377,-1.32
18,380,-1.32
18,435,-1.82
18,442,-0.82
18,457,-0.32
18,466,-1.32
18,480,-0.32
18,500,-0.32
18,508,0.18
18,527,0.68
18,541,0.18
18,555,0.18
18,586,-0.32
18,588,-0.32
18,589,0.68
18,590,0.18
18,593,0.68
18,595,-0.82
18,608,0.68
18,648,-0.82
18,653,-0.82
18,673,-0.82
18,745,0.18
18,778,0.68
18,780,0.18
18,784,-1.82
18,858,0.18
18,904,0.68
18,908,0.18
18,919,0.18
18,923,1.18
18,924,0.18
18,1036,0.18
18,1080,0.68
18,1089,0.18
18,1136,0.68
18,1148,0.68
18,1193,0.68
18,1196,0.18
18,1198,0.18
18,1201,1.18
18,1203,1.18
18,1206,0.68
18,1207,0.68
18,1208,-0.32
18,1210,0.68
18,1213,0.68
18,1214,0.18
18,1219,0.68
18,1221,1.18
18,1222,0.68
18,1234,0.68
18,1240,0.18
18,1246,0.18
18,1247,0.68
18,1252,0.18
18,1270,0.18
18,1275,-0.32
18,1276,0.18
18,1291,0.18
18,1356,0.68
18,1370,-0.32
18,1374,0.68
18,1391,-0.82
18,1466,0.18
18,1517,-1.32
18,1527,-0.32
18,1544,-0.32
18,1580,-0.32
18,1608,-0.82
18,1617,0.18
18,1625,-0.32
18,1653,-0.32
18,1676,-0.32
18,1682,-0.82
18,1704,0.18
18,1721,0.18
18,1729,0.18
18,1732,0.68
18,1784,-0.32
18,1917,-0.82
18,1954,0.18
18,1961,0.18
18,2000,0.18
18,2001,-0.32
18,2011,-0.32
18,2012,-0.82
18,2019,0.18
18,2028,0.18
18,2115,0.18
18,2194,-0.32
18,2268,0.18
18,2291,0.18
18,2324,0.68
18,2329,0.18
18,2470,-0.82
18,2542,0.68
18,2571,0.68
18,2683,-1.32
18,2692,-0.82
18,2706,-0.32
18,2762,0.68
18,2918,-0.32
18,2959,0.68
18,2997,0.18
18,3052,0.68
18,3081,0.18
18,3147,0.18
18,3253,-0.82
18,3578,0.68
18,3751,-0.32
18,3785,-1.82
18,3793,0.18
18,3949,0.68
18,3994,-1.32
18,4011,0.68
18,4226,0.68
18,4239,0.18
18,4262,0.18
18,4306,0.18
18,4643,-0.82
18,4816,-0.82
18,4886,0.18
18,4896,-0.32
18,4963,0.18
18,4973,0.18
18,4993,0.68
18,4995,0.68
18,5218,0.18
18,5349,0.18
18,5418,0.18
18,5445,0.18
18,5459,-1.32
18,5464,0.18
18,5481,-0.82
18,5669,-0.32
18,5679,0.18
18,5816,-0.32
18,5952,-0.32
18,5956,0.18
18,5989,0.18
18,5995,0.68
18,6333,0.18
18,6365,-0.32
18,6373,-0.32
18,6377,0.18
18,6378,-0.82
18,6539,0.68
18,6863,-0.32
18,6870,0.18
18,6874,-0.32
18,6934,-0.82
18,7147,0.68
18,7153,0.68
18,7254,0.68
18,7293,-0.82
18,7361,0.18
18,7438,-0.32
18,8360,-0.32
18,8361,-0.82
18,8368,-0.32
18,8641,-1.32
18,8644,-0.32
18,8665,0.18
18,8784,-0.32
18,8961,-0.32
18,30793,0.18
18,32587,-0.32
18,33794,0.68
18,34405,-0.32
18,44191,0.68
18,45499,0.18
18,45722,0.18
18,46578,-0.32
18,48394,0.18
18,48516,0.68
18,48780,0.68
18,50872,-0.32
18,51662,-0.32
18,53125,-0.32
18,54286,0.18
18,58559,0.18
18,59315,0.18
18,59784,0.18
18,68157,-0.32
18,68358,-0.32
18,68954,0.18
18,69122,-0.82
18,70286,-0.32
18,72998,0.18
18,73017,0.68
18,74458,0.68
18,77561,0.18
18,78499,0.18
18,79132,0.68
18,89745,0.18
18,91500,0.18
18,91529,0.18
18,99114,0.18
18,106782,-0.82
18,109374,0.18
18,109487,0.68
18,112852,0.68
18,116797,0.68
18,122904,-0.32
18,134130,0.68
19,1,1.0
19,2,-0.0
19,3,-0.0
19,7,-1.0
19,10,-1.0
19,19,-1.0
19,32,1.0
19,34,1.0
19,44,-0.0
19,47,-0.0
19,48,-2.0
19,70,-1.0
19,104,-1.0
19,141,-2.0
19,153,-1.0
19,158,-0.0
19,161,-1.0
19,165,-0.0
19,173,-2.0
19,185,-1.0
19,186,-1.0
19,208,-1.0
19,216,-1.0
19,223,-0.0
19,231,-1.0
19,235,1.0
19,253,-0.0
19,260,1.0
19,293,1.0
19,316,-1.0
19,329,-1.0
19,333,-1.0
19,339,-0.0
19,344,-1.0
19,350,-1.0
19,353,2.0
19,356,-1.0
19,357,1.0
19,364,-0.0
19,367,1.0
19,368,-0.0
19,370,-0.0
19,377,1.0
19,380,-0.0
19,410,-1.0
19,420,-1.0
19,432,-0.0
19,434,-0.0
19,435,-1.0
19,440,-0.0
19,442,-0.0
19,457,1.0
19,466,-0.0
19,474,-0.0
19,480,-1.0
19,485,-1.0
19,500,-1.0
19,520,-1.0
19,539,-0.0
19,541,1.0
19,551,2.0
19,586,-0.0
19,587,-0.0
19,588,-0.0
19,589,2.0
19,592,2.0
19,597,-0.0
19,648,-0.0
19,653,-1.0
19,661,-0.0
19,673,-2.0
19,708,-0.0
19,733,-0.0
19,736,-1.0
19,745,1.0
19,783,1.0
19,788,-1.0
19,903,2.0
19,904,2.0
19,910,1.0
19,924,-0.0
19,1028,-1.0
19,1073,1.0
19,1079,1.0
19,1089,-0.0
19,1092,-1.0
19,1097,2.0
19,1127,-0.0
19,1136,-0.0
19,1148,1.0
19,1193,1.0
19,1196,1.0
19,1197,2.0
19,1198,2.0
19,1200,-0.0
19,1210,-0.0
19,1214,1.0
19,1215,-0.0
19,1219,1.0
19,1234,1.0
19,1240,1.0
19,1258,-1.0
19,1259,-0.0
19,1265,1.0
19,1270,1.0
19,1278,1.0
19,1291,2.0
19,1307,-0.0
19,1356,-0.0
19,1367,-2.0
19,1374,2.0
19,1377,-0.0
19,1380,-0.0
19,1391,-0.0
19,1394,-0.0
19,1407,-0.0
19,1485,-0.0
19,1500,-1.0
19,1517,-0.0
19,1527,2.0
19,1544,-2.0
19,1552,-0.0
19,1573,1.0
19,1580,-1.0
19,1584,-0.0
19,1610,-0.0
19,1617,1.0
19,1625,1.0
19,1645,-1.0
19,1653,1.0
19,1676,-1.0
19,1732,-0.0
19,1748,-0.0
19,1777,-0.0
19,1784,-1.0
19,1917,-1.0
19,1921,-0.0
19,1923,1.0
19,1968,-1.0
19,1994,-0.0
19,2000,-0.0
19,2001,-1.0
19,2005,1.0
19,2011,-1.0
19,2012,-0.0
19,2054,-0.0
19,2078,-1.0
19,2081,1.0
19,2100,-0.0
19,2105,-0.0
19,2115,-0.0
19,2144,-0.0
19,2167,-0.0
19,2174,1.0
19,2302,-0.0
19,2321,-0.0
19,2355,-0.0
19,2396,1.0
19,2406,-0.0
19,2424,-1.0
19,2470,-0.0
19,2502,-1.0
19,2539,-1.0
19,2571,1.0
19,2572,-0.0
19,2617,-0.0
19,2628,-0.0
19,2640,-0.0
19,2641,-0.0
19,2657,-0.0
19,2683,-0.0
19,2694,-1.0
19,2699,-0.0
19,2700,1.0
19,2701,-2.0
19,2706,-0.0
19,2710,-1.0
19,2716,1.0
19,2717,-2.0
19,2762,1.0
19,2763,1.0
19,2791,-1.0
19,2797,-0.0
19,2804,-0.0
19,2858,1.0
19,2916,-0.0
19,2918,2.0
19,2959,2.0
19,2985,-0.0
19,2987,2.0
19,2997,1.0
19,3033,-1.0
19,3052,-0.0
19,3081,-0.0
19,3114,-1.0
19,3175,1.0
19,3176,-2.0
19,3253,-1.0
19,3421,1.0
19,3471,1.0
19,3481,-1.0
19,3489,-1.0
19,3535,-1.0
19,3578,-0.0
19,3623,-1.0
19,3671,-0.0
19,3717,-1.0
19,3751,-0.0
19,3752,-0.0
19,3785,-2.0
19,3793,1.0
20,2,-0.92
20,34,0.08
20,48,1.08
20,158,-0.92
20,317,-0.42
20,364,1.08
20,551,1.08
20,586,-0.92
20,588,1.08
20,594,1.08
20,595,1.08
20,596,0.58
20,661,1.08
20,783,-0.42
20,899,0.08
20,919,1.08
20,1028,0.58
20,1035,0.58
20,1073,1.08
20,1097,1.08
20,1148,1.08
20,1282,0.58
20,1367,-0.92
20,1380,1.08
20,2005,1.08
20,2006,-1.92
20,2054,-1.42
20,2078,0.58
20,2080,0.08
20,2081,1.08
20,2100,-0.42
20,2167,-1.92
20,2355,0.08
20,2617,-1.42
20,2657,1.08
20,2700,0.58
20,2701,-2.92
20,2804,1.08
20,2987,1.08
20,3114,1.08
20,3408,-0.42
20,3535,-2.92
20,3578,0.58
20,3623,-0.92
20,3751,1.08
20,3753,-0.92
20,3793,-0.42
20,3897,0.58
20,3948,-0.42
20,3977,-0.42
20,3994,-1.42
20,3996,-0.42
20,4014,0.08
20,4022,-0.42
20,4025,-0.42
20,4027,0.08
20,4226,-0.42
20,4246,1.08
20,4306,1.08
20,4308,-0.42
20,4370,-0.92
20,4447,-0.92
20,4643,-0.92
20,4720,-0.42
20,4776,-0.42
20,4816,-0.42
20,4848,-2.42
20,4886,0.08
20,4896,0.58
20,4979,0.08
20,4993,1.08
20,4995,1.08
20,5218,1.08
20,5299,0.08
20,5349,-0.92
20,5378,0.08
20,5418,-0.92
20,5445,0.58
20,5481,-2.92
20,5502,-0.92
20,5618,1.08
20,5679,-0.42
20,5816,0.58
20,5952,1.08
20,5989,0.58
20,5991,1.08
20,6333,0.08
20,6365,0.08
21,1,0.09
21,2,0.09
21,10,1.59
21,19,-0.91
21,44,-2.41
21,48,-0.41
21,145,-0.41
21,165,0.09
21,260,1.09
21,293,-0.41
21,296,0.09
21,356,1.09
21,364,0.59
21,367,-0.41
21,370,1.59
21,435,-2.41
21,480,0.59
21,500,-0.91
21,541,0.09
21,551,-2.91
21,586,-0.91
21,588,0.59
21,589,0.09
21,592,0.09
21,597,0.59
21,648,1.09
21,733,0.09
21,745,-0.41
21,780,0.09
21,858,-0.91
21,1036,0.09
21,1148,-0.41
21,1196,1.09
21,1198,0.59
21,1200,-1.41
21,1210,1.09
21,1214,-1.91
21,1221,-0.91
21,1230,-0.91
21,1240,0.09
21,1265,0.09
21,1270,1.59
21,1291,0.59
21,1370,0.09
21,1391,-2.91
21,1527,-0.91
21,1544,1.09
21,1573,-0.91
21,1580,1.09
21,1704,0.09
21,1721,0.09
21,2000,0.09
21,2001,-0.91
21,2006,-0.91
21,2011,1.59
21,2012,1.59
21,2115,0.59
21,2167,0.09
21,2174,-2.41
21,2355,-0.41
21,2424,0.59
21,2529,0.59
21,2571,0.59
21,2617,0.09
21,2628,0.59
21,2671,0.59
21,2683,-0.91
21,2700,-0.91
21,2706,1.59
21,2716,0.09
21,2717,0.59
21,2762,-2.91
21,2763,0.59
21,2858,-1.41
21,2916,0.59
21,2947,1.09
21,2959,-1.41
21,2985,0.09
21,3000,-2.91
21,3114,0.09
21,3253,0.59
21,3489,0.09
21,3578,-0.91
21,3623,0.59
21,3793,0.09
21,3948,0.09
21,4085,0.09
21,4306,0.59
21,4886,0.09
21,4896,0.59
21,4963,1.09
21,4973,-0.41
21,4993,-1.91
21,5218,0.59
21,5349,-0.41
21,5378,0.59
21,5418,0.59
21,5445,1.09
